ud.car_no,_c1,dd
湘NFJ929,1,0.2
湘NFK238,13,2.6
湘NFK599,4,0.8
湘NFL212,6,1.2000000000000002
湘NFL638,8,1.6
湘NFM888,3,0.6000000000000001
湘NFN717,2,0.4
湘NFQ116,1,0.2
湘NFS292,1,0.2
湘NFW105,1,0.2
湘NFW260,2,0.4
湘NG5521,1,0.2
湘NGF736,1,0.2
湘NGV266,2,0.4
湘U0BR88,9,1.8
湘U1ZX60,1,0.2
湘U5YH62,1,0.2
湘U87202,16,3.2
湘UC8832,3,0.6000000000000001
湘UC9627,1,0.2
湘UDD8622,1,0.2
湘UE1886,1,0.2
湘UG3018,1,0.2
湘UH9272,11,2.2
湘UH9923,2,0.4
湘UL1881,40,8.0
湘UQ0205,1,0.2
湘UQ0851,2,0.4
湘US5247,6,1.2000000000000002
湘UW5680,2,0.4
琼A01F28,3,0.6000000000000001
琼A07T50,1,0.2
琼A1HR78,4,0.8
琼A27K38,1,0.2
琼A339V1,1,0.2
琼A378M1,8,1.6
琼A38F05,4,0.8
琼A3Q580,1,0.2
琼A566L7,9,1.8
琼A706A7,1,0.2
琼A73D53,1,0.2
琼A78L93,2,0.4
琼A89F19,5,1.0
琼A8CL60,4,0.8
琼A8DK56,2,0.4
琼A8M607,2,0.4
琼A93336,2,0.4
琼AEY610,1,0.2
琼AEY788,2,0.4
琼AHC676,5,1.0
琼AHM989,18,3.6
琼AKX519,1,0.2
琼AMH620,1,0.2
琼ANV771,1,0.2
琼APS056,1,0.2
琼ATF338,3,0.6000000000000001
琼AUK576,2,0.4
琼AWL538,2,0.4
琼AX7166,1,0.2
琼AZF012,3,0.6000000000000001
琼BAN911,2,0.4
琼BDA580,3,0.6000000000000001
琼BES993,2,0.4
琼BHU861,1,0.2
琼BHY811,2,0.4
琼BV2875,1,0.2
琼BX7113,6,1.2000000000000002
琼BY0261,2,0.4
琼C2W389,1,0.2
琼C37293,2,0.4
琼C8J769,1,0.2
琼CK5511,1,0.2
琼CM3186,1,0.2
琼D0AM00,1,0.2
琼DD6628,3,0.6000000000000001
甘A046C7,1,0.2
甘A078T6,1,0.2
甘A1N621,4,0.8
甘A25A16,2,0.4
甘A2A912,1,0.2
甘A2V973,1,0.2
甘A310H9,1,0.2
甘A372S6,1,0.2
甘A390S8,1,0.2
甘A3J932,1,0.2
甘A3M910,1,0.2
甘A3R620,2,0.4
甘A3V129,1,0.2
甘A525Q3,1,0.2
甘A5C389,2,0.4
甘A5G009,2,0.4
甘A5Y478,2,0.4
甘A626V7,2,0.4
甘A634D6,7,1.4000000000000001
甘A636N5,1,0.2
甘A774T2,1,0.2
甘A7F185,1,0.2
甘A823N0,4,0.8
甘A827R6,1,0.2
甘A899T5,2,0.4
甘A96F06,2,0.4
甘AC6L92,1,0.2
甘AE1R73,1,0.2
甘AKY910,1,0.2
甘AR8985,1,0.2
甘ARE200,2,0.4
甘ARW912,2,0.4
甘AVC208,1,0.2
甘BB9586,2,0.4
甘C58911,1,0.2
甘CF7168,1,0.2
甘D0N926,2,0.4
甘DK1692,1,0.2
甘DQ1073,1,0.2
甘DR1101,1,0.2
甘DU9092,3,0.6000000000000001
甘E3U896,1,0.2
甘EA7218,2,0.4
甘ECE909,2,0.4
甘ED8175,1,0.2
甘EG5030,1,0.2
甘EG6548,1,0.2
甘EH4152,3,0.6000000000000001
甘EH4182,2,0.4
甘EK3043,1,0.2
甘EQ6739,2,0.4
甘EQ8236,1,0.2
甘ER4862,6,1.2000000000000002
甘EV3553,2,0.4
甘H91641,1,0.2
甘HDB880,1,0.2
甘J0K530,1,0.2
甘J1F059,1,0.2
甘JY8133,1,0.2
甘KJ4933,1,0.2
甘LAM018,2,0.4
甘LM0482,2,0.4
甘LP1455,1,0.2
甘LR2422,2,0.4
甘LR5773,3,0.6000000000000001
甘LS9370,3,0.6000000000000001
甘M0B480,1,0.2
甘M0M566,2,0.4
甘M0M933,2,0.4
甘M2F388,1,0.2
甘M3A365,2,0.4
甘M3R180,1,0.2
甘M6H280,4,0.8
甘M6M609,11,2.2
甘M8G152,3,0.6000000000000001
甘M9K815,1,0.2
甘MAE869,1,0.2
甘MDK090,2,0.4
甘MG4919,1,0.2
甘MM1489,4,0.8
甘MQ2771,1,0.2
甘MR0789,1,0.2
甘MV5852,2,0.4
甘MZ2641,1,0.2
甘MZ9301,2,0.4
甘NB8632,2,0.4
甘NL6611,1,0.2
甘NX7332,1,0.2
皖A000J2,1,0.2
皖A004M1,2,0.4
皖A00U61,1,0.2
皖A00X24,1,0.2
皖A010P1,1,0.2
皖A011F5,1,0.2
皖A01282,1,0.2
皖A014D2,1,0.2
皖A014Q7,1,0.2
皖A016X8,2,0.4
皖A016Z3,2,0.4
皖A017C6,1,0.2
皖A018N1,2,0.4
皖A018S0,2,0.4
皖A01943,2,0.4
皖A01Q32,2,0.4
皖A020A7,1,0.2
皖A02351,1,0.2
皖A029S2,4,0.8
皖A02AA0,4,0.8
皖A02CC5,1,0.2
皖A032N0,1,0.2
皖A035C4,1,0.2
皖A036F1,1,0.2
皖A038M6,1,0.2
皖A03H75,1,0.2
皖A03K12,1,0.2
皖A03M28,1,0.2
皖A03V02,4,0.8
皖A03V60,2,0.4
皖A03Y16,1,0.2
皖A04567,1,0.2
皖A04K58,1,0.2
皖A053Q1,1,0.2
皖A057J8,2,0.4
皖A058N2,1,0.2
皖A059K7,1,0.2
皖A05F77,13,2.6
皖A05W70,1,0.2
皖A062B6,5,1.0
皖A065W5,2,0.4
皖A066H9,1,0.2
皖A06815,1,0.2
皖A06B68,2,0.4
皖A06H15,1,0.2
皖A06N69,4,0.8
皖A06U01,1,0.2
皖A07583,1,0.2
皖A075V1,1,0.2
皖A078C0,2,0.4
皖A07X21,1,0.2
皖A08BD0,2,0.4
皖A08CB8,2,0.4
皖A08DC6,1,0.2
皖A08J37,2,0.4
皖A08U69,9,1.8
皖A091L9,2,0.4
皖A098F6,2,0.4
皖A098P6,2,0.4
皖A098W1,4,0.8
皖A09M86,1,0.2
皖A09P05,3,0.6000000000000001
皖A09Y98,2,0.4
皖A0H523,2,0.4
皖A0J191,1,0.2
皖A0L016,2,0.4
皖A0L719,1,0.2
皖A0N410,1,0.2
皖A0Q530,1,0.2
皖A0Q838,2,0.4
皖A0W441,4,0.8
皖A0W492,2,0.4
皖A0Y711,5,1.0
皖A100E2,2,0.4
皖A101Z0,2,0.4
皖A10248,1,0.2
皖A108J5,1,0.2
皖A108U1,8,1.6
皖A10C96,1,0.2
皖A10F30,4,0.8
皖A10G61,5,1.0
皖A10M26,1,0.2
皖A10M85,1,0.2
皖A10M91,2,0.4
皖A10S68,3,0.6000000000000001
皖A110X1,3,0.6000000000000001
皖A111B5,1,0.2
皖A113M0,1,0.2
皖A113S1,1,0.2
皖A11609,3,0.6000000000000001
皖A11744,1,0.2
皖A118J0,1,0.2
皖A118K7,3,0.6000000000000001
皖A11B09,1,0.2
皖A11J02,1,0.2
皖A11V52,1,0.2
皖A11Z65,2,0.4
皖A121B9,1,0.2
皖A12345,3,0.6000000000000001
皖A123N5,1,0.2
皖A128Q2,1,0.2
皖A12L81,3,0.6000000000000001
皖A12Z15,1,0.2
皖A133E9,2,0.4
皖A136K1,2,0.4
皖A13M02,4,0.8
皖A13Z98,9,1.8
皖A14666,3,0.6000000000000001
皖A146X5,5,1.0
皖A150K0,1,0.2
皖A153V8,1,0.2
皖A159N8,1,0.2
皖A15F08,2,0.4
皖A15X92,1,0.2
皖A161C7,4,0.8
皖A16273,1,0.2
皖A168D2,2,0.4
皖A169Q8,3,0.6000000000000001
皖A16DD3,2,0.4
皖A16Z69,3,0.6000000000000001
皖A17144,1,0.2
皖A172N3,1,0.2
皖A173A0,1,0.2
皖A17595,2,0.4
皖A176J3,1,0.2
皖A17B23,1,0.2
皖A17E92,2,0.4
皖A17R65,1,0.2
皖A182F8,1,0.2
皖A18AA4,1,0.2
皖A18F59,1,0.2
皖A18M20,6,1.2000000000000002
皖A18P96,1,0.2
皖A195R3,3,0.6000000000000001
皖A196R0,4,0.8
皖A198U5,6,1.2000000000000002
皖A199H1,4,0.8
皖A19K00,1,0.2
皖A19Y63,2,0.4
皖A1A480,1,0.2
皖A1B525,1,0.2
皖A1F285,1,0.2
皖A1F986,14,2.8000000000000003
皖A1G722,1,0.2
皖A1J205,1,0.2
皖A1L063,1,0.2
皖A1M276,1,0.2
皖A1N690,6,1.2000000000000002
皖A1P314,1,0.2
皖A1P321,1,0.2
皖A1R915,1,0.2
皖A1U752,1,0.2
皖A1U950,2,0.4
皖A1Z659,2,0.4
皖A205E7,1,0.2
皖A206D2,4,0.8
皖A212K4,27,5.4
皖A213F1,1,0.2
皖A216N6,1,0.2
皖A219C7,1,0.2
皖A219L3,3,0.6000000000000001
皖A21S89,1,0.2
皖A21Z23,2,0.4
皖A223Q8,1,0.2
皖A226S2,1,0.2
皖A226U3,1,0.2
皖A226X0,1,0.2
皖A228J7,2,0.4
皖A228P5,1,0.2
皖A22S85,1,0.2
皖A232J4,1,0.2
皖A233X1,1,0.2
皖A235X2,3,0.6000000000000001
皖A236W5,2,0.4
皖A239W9,28,5.6000000000000005
皖A23D36,1,0.2
皖A23J79,1,0.2
皖A24254,1,0.2
皖A242C8,1,0.2
皖A24595,2,0.4
皖A249H8,5,1.0
皖A25158,1,0.2
皖A255M0,8,1.6
皖A25708,1,0.2
皖A257Z5,1,0.2
皖A258A3,2,0.4
皖A259L4,1,0.2
皖A259Z6,4,0.8
皖A25U85,2,0.4
皖A25X21,1,0.2
皖A261D5,1,0.2
皖A262G8,1,0.2
皖A26522,1,0.2
皖A26640,1,0.2
皖A268E7,1,0.2
皖A268X5,1,0.2
皖A271H5,1,0.2
皖A273C6,1,0.2
皖A27526,1,0.2
皖A275L8,1,0.2
皖A275Q8,1,0.2
皖A276B3,1,0.2
皖A279J8,1,0.2
皖A27DA9,1,0.2
皖A27Z03,1,0.2
皖A286C9,1,0.2
皖A286G8,2,0.4
皖A288A3,3,0.6000000000000001
皖A28A56,1,0.2
皖A28D97,3,0.6000000000000001
皖A28N20,12,2.4000000000000004
皖A28V71,2,0.4
皖A28Y08,1,0.2
皖A290T9,1,0.2
皖A295N7,2,0.4
皖A296B5,1,0.2
皖A299E8,5,1.0
皖A29DC7,1,0.2
皖A29N31,3,0.6000000000000001
皖A2B255,7,1.4000000000000001
皖A2C178,3,0.6000000000000001
皖A2E652,2,0.4
皖A2H155,2,0.4
皖A2H182,2,0.4
皖A2H917,1,0.2
皖A2J018,3,0.6000000000000001
皖A2J365,1,0.2
皖A2J665,1,0.2
皖A2K274,1,0.2
皖A2L471,1,0.2
皖A2T572,3,0.6000000000000001
皖A2T879,3,0.6000000000000001
皖A2V283,3,0.6000000000000001
皖A2Z338,3,0.6000000000000001
皖A2Z456,2,0.4
皖A303J9,1,0.2
皖A303U1,2,0.4
皖A30AA7,2,0.4
皖A30B72,1,0.2
皖A30V75,1,0.2
皖A30Y92,2,0.4
皖A31199,3,0.6000000000000001
皖A312D6,2,0.4
皖A316L6,1,0.2
皖A31M69,3,0.6000000000000001
皖A31X89,1,0.2
皖A323F9,1,0.2
皖A32S97,4,0.8
皖A330G7,2,0.4
皖A332B2,3,0.6000000000000001
皖A333S7,2,0.4
皖A33N50,2,0.4
皖A341E3,3,0.6000000000000001
皖A342K8,1,0.2
皖A343X7,2,0.4
皖A34K99,4,0.8
皖A357A8,4,0.8
皖A35830,1,0.2
皖A35V55,1,0.2
皖A35X34,1,0.2
皖A35Z62,1,0.2
皖A361C9,2,0.4
皖A361P5,4,0.8
皖A369P4,1,0.2
皖A36E06,1,0.2
皖A375G7,1,0.2
皖A378T0,1,0.2
皖A37A30,1,0.2
皖A386N3,1,0.2
皖A388K4,1,0.2
皖A388N7,1,0.2
皖A388Q9,4,0.8
皖A38H36,1,0.2
皖A38R28,2,0.4
皖A39051,2,0.4
皖A390S7,1,0.2
皖A391D5,1,0.2
皖A396W6,2,0.4
皖A397S7,1,0.2
皖A399M0,1,0.2
皖A39AA2,1,0.2
皖A39P03,1,0.2
皖A39P82,1,0.2
皖A3A363,3,0.6000000000000001
皖A3C337,1,0.2
皖A3E298,3,0.6000000000000001
皖A3E775,1,0.2
皖A3F271,3,0.6000000000000001
皖A3F732,1,0.2
皖A3G151,1,0.2
皖A3G628,2,0.4
皖A3H937,3,0.6000000000000001
皖A3J455,1,0.2
皖A3L108,15,3.0
皖A3N323,1,0.2
皖A3N370,1,0.2
皖A3R096,1,0.2
皖A3S275,4,0.8
皖A3T201,1,0.2
皖A3T283,1,0.2
皖A3V529,1,0.2
皖A3V782,1,0.2
皖A3X363,2,0.4
皖A3Y805,1,0.2
皖A3Z873,16,3.2
皖A3Z910,1,0.2
皖A400X6,1,0.2
皖A405B1,2,0.4
皖A40C00,1,0.2
皖A40G99,18,3.6
皖A419Q1,4,0.8
皖A41X98,2,0.4
皖A423A7,1,0.2
皖A42894,1,0.2
皖A42F48,3,0.6000000000000001
皖A43J58,3,0.6000000000000001
皖A443L8,1,0.2
皖A44582,2,0.4
皖A447D7,1,0.2
皖A449W8,2,0.4
皖A454J5,1,0.2
皖A459A9,2,0.4
皖A465P3,2,0.4
皖A46D76,1,0.2
皖A46F22,16,3.2
皖A477A5,1,0.2
皖A477X9,8,1.6
皖A47Y11,1,0.2
皖A484X5,1,0.2
皖A49695,2,0.4
皖A497G3,1,0.2
皖A4B564,1,0.2
皖A4D900,1,0.2
皖A4E758,3,0.6000000000000001
皖A4G360,1,0.2
皖A4G875,1,0.2
皖A4K555,1,0.2
皖A4N155,1,0.2
皖A4N315,2,0.4
皖A4P325,1,0.2
皖A4P600,1,0.2
皖A4P992,2,0.4
皖A4R622,2,0.4
皖A4T819,1,0.2
皖A4U839,3,0.6000000000000001
皖A4W266,3,0.6000000000000001
皖A500P4,2,0.4
皖A509J5,2,0.4
皖A512Z3,2,0.4
皖A513C1,1,0.2
皖A516R5,2,0.4
皖A517G8,3,0.6000000000000001
皖A51AD2,3,0.6000000000000001
皖A51F51,2,0.4
皖A51U13,1,0.2
皖A51Y62,2,0.4
皖A527Q6,1,0.2
皖A527X1,1,0.2
皖A527X9,1,0.2
皖A529F8,1,0.2
皖A529W6,8,1.6
皖A52E69,1,0.2
皖A530E9,5,1.0
皖A535E6,1,0.2
皖A536U8,3,0.6000000000000001
皖A53A30,1,0.2
皖A53R85,1,0.2
皖A53Y75,1,0.2
皖A54CC9,4,0.8
皖A54X68,2,0.4
皖A552U6,1,0.2
皖A553F5,3,0.6000000000000001
皖A556D2,1,0.2
皖A556J1,1,0.2
皖A557G8,1,0.2
皖A55880,1,0.2
皖A55G65,4,0.8
皖A55J27,1,0.2
皖A55P03,4,0.8
皖A55P19,1,0.2
皖A55W92,2,0.4
皖A562N3,1,0.2
皖A56541,2,0.4
皖A568D0,2,0.4
皖A569M7,21,4.2
皖A56J01,2,0.4
皖A56N68,2,0.4
皖A570Q7,1,0.2
皖A573X3,12,2.4000000000000004
皖A576E0,3,0.6000000000000001
皖A578C9,1,0.2
皖A57H16,3,0.6000000000000001
皖A57R93,1,0.2
皖A582K9,1,0.2
皖A58AC5,2,0.4
皖A58U54,1,0.2
皖A590K6,3,0.6000000000000001
皖A590T6,1,0.2
皖A59109,2,0.4
皖A596L1,1,0.2
皖A59W58,1,0.2
皖A5B616,1,0.2
皖A5B688,1,0.2
皖A5C223,2,0.4
皖A5G821,1,0.2
皖A5N912,1,0.2
皖A5R062,6,1.2000000000000002
皖A5R201,1,0.2
皖A5U516,5,1.0
皖A5V297,4,0.8
皖A5W016,5,1.0
皖A5W521,2,0.4
皖A5X082,3,0.6000000000000001
皖A5X097,1,0.2
皖A5Z644,1,0.2
皖A601X6,1,0.2
皖A606Q1,1,0.2
皖A607A9,2,0.4
皖A60A35,1,0.2
皖A60CD1,1,0.2
皖A60H40,1,0.2
皖A60V89,1,0.2
皖A60X32,1,0.2
皖A610Q8,2,0.4
皖A616C4,1,0.2
皖A616J5,1,0.2
皖A618T6,1,0.2
皖A619L0,1,0.2
皖A61A91,1,0.2
皖A61AB1,1,0.2
皖A61K95,2,0.4
皖A61P16,1,0.2
皖A61S12,1,0.2
皖A627S7,2,0.4
皖A62N92,1,0.2
皖A630X0,1,0.2
皖A633R5,2,0.4
皖A639T7,2,0.4
皖A63A10,1,0.2
皖A63AD6,2,0.4
皖A63CD1,1,0.2
皖A63T21,1,0.2
皖A63W22,7,1.4000000000000001
皖A643K9,4,0.8
皖A64894,1,0.2
皖A650K1,1,0.2
皖A652X0,1,0.2
皖A653V1,1,0.2
皖A65CC6,1,0.2
皖A65D03,1,0.2
皖A65U93,2,0.4
皖A66854,3,0.6000000000000001
皖A668T7,1,0.2
皖A669M7,1,0.2
皖A669T9,2,0.4
皖A66G45,1,0.2
皖A670T5,2,0.4
皖A671H7,1,0.2
皖A67202,1,0.2
皖A67V15,3,0.6000000000000001
皖A68574,2,0.4
皖A685Y9,1,0.2
皖A68846,1,0.2
皖A689J3,1,0.2
皖A68R22,1,0.2
皖A68Y58,3,0.6000000000000001
皖A698S2,1,0.2
皖A69DD3,2,0.4
皖A69Y38,3,0.6000000000000001
皖A6E761,1,0.2
皖A6F460,2,0.4
皖A6M432,3,0.6000000000000001
皖A6N328,1,0.2
皖A6P557,1,0.2
皖A6R855,3,0.6000000000000001
皖A6S280,4,0.8
皖A6T056,2,0.4
皖A6U256,1,0.2
皖A6V689,2,0.4
皖A6W457,1,0.2
皖A6Y237,3,0.6000000000000001
皖A702H8,1,0.2
皖A703V2,4,0.8
皖A70785,6,1.2000000000000002
皖A708X1,11,2.2
皖A70Q75,2,0.4
皖A710E6,2,0.4
皖A710W5,11,2.2
皖A715N8,2,0.4
皖A716S1,1,0.2
皖A71A98,2,0.4
皖A71Q57,2,0.4
皖A71Z89,2,0.4
皖A720Z7,3,0.6000000000000001
皖A723F6,1,0.2
皖A726K7,1,0.2
皖A72S78,5,1.0
皖A72S89,1,0.2
皖A730A0,1,0.2
皖A733J8,2,0.4
皖A73461,1,0.2
皖A735H9,1,0.2
皖A737L3,2,0.4
皖A738R8,43,8.6
皖A740U0,2,0.4
皖A750F6,1,0.2
皖A753H9,1,0.2
皖A754F9,1,0.2
皖A755D0,1,0.2
皖A755H0,1,0.2
皖A758D2,3,0.6000000000000001
皖A759S7,2,0.4
皖A75AC7,1,0.2
皖A75B68,7,1.4000000000000001
皖A75X72,2,0.4
皖A75Y07,2,0.4
皖A761Y6,2,0.4
皖A765P3,1,0.2
皖A769Q8,2,0.4
皖A76E71,2,0.4
皖A77F29,2,0.4
皖A77G43,1,0.2
皖A78253,4,0.8
皖A786V0,2,0.4
皖A787G6,1,0.2
皖A788A6,1,0.2
皖A788D2,1,0.2
皖A78963,1,0.2
皖A78AB9,1,0.2
皖A78H90,1,0.2
皖A78M62,3,0.6000000000000001
皖A78W12,1,0.2
皖A790Z2,1,0.2
皖A791H3,2,0.4
皖A797W3,1,0.2
皖A79DD6,1,0.2
皖A79H87,1,0.2
皖A79W05,1,0.2
皖A7A061,1,0.2
皖A7A126,2,0.4
皖A7B583,2,0.4
皖A7C160,2,0.4
皖A7E433,1,0.2
皖A7F172,1,0.2
皖A7F813,1,0.2
皖A7K209,1,0.2
皖A7M058,2,0.4
皖A7P755,1,0.2
皖A7S329,1,0.2
皖A7T651,2,0.4
皖A7T799,2,0.4
皖A7Y945,1,0.2
皖A802J6,2,0.4
皖A802W5,1,0.2
皖A803G5,1,0.2
皖A80DC0,3,0.6000000000000001
皖A80E26,1,0.2
皖A80E99,1,0.2
皖A80R53,1,0.2
皖A810L0,1,0.2
皖A812A8,1,0.2
皖A813J0,1,0.2
皖A819B8,2,0.4
皖A81G75,3,0.6000000000000001
皖A81H35,1,0.2
皖A81P86,1,0.2
皖A81Q71,1,0.2
皖A81V11,5,1.0
皖A821N5,1,0.2
皖A823Y3,1,0.2
皖A826N2,1,0.2
皖A827Z8,1,0.2
皖A829C2,1,0.2
皖A829D1,1,0.2
皖A829K7,1,0.2
皖A82CB6,1,0.2
皖A82D08,8,1.6
皖A82L12,2,0.4
皖A82M22,1,0.2
皖A831D9,3,0.6000000000000001
皖A837G3,1,0.2
皖A839U4,5,1.0
皖A83AC3,1,0.2
皖A83E52,2,0.4
皖A83T32,1,0.2
皖A83X99,3,0.6000000000000001
皖A848Q3,1,0.2
皖A84X11,7,1.4000000000000001
皖A853A1,3,0.6000000000000001
皖A856K9,4,0.8
皖A85F87,1,0.2
皖A85G03,1,0.2
皖A85N99,1,0.2
皖A85V66,4,0.8
皖A85Y60,1,0.2
皖A85Y82,1,0.2
皖A860N5,1,0.2
皖A861A3,1,0.2
皖A861J2,1,0.2
皖A866D1,1,0.2
皖A866F9,2,0.4
皖A866H6,1,0.2
皖A869T2,4,0.8
皖A86G63,1,0.2
皖A86K16,1,0.2
皖A86Y33,2,0.4
皖A86Y86,1,0.2
皖A871W0,1,0.2
皖A875L9,3,0.6000000000000001
皖A875V5,1,0.2
皖A877N3,1,0.2
皖A877Z9,1,0.2
皖A87B17,1,0.2
皖A87L07,2,0.4
皖A87V92,1,0.2
皖A880M6,1,0.2
皖A884F5,1,0.2
皖A884X2,1,0.2
皖A884X4,1,0.2
皖A886N2,1,0.2
皖A88P26,1,0.2
皖A88Q37,1,0.2
皖A88T87,2,0.4
皖A88X24,2,0.4
皖A895Y3,2,0.4
皖A896F8,2,0.4
皖A898W4,1,0.2
皖A89J88,5,1.0
皖A89K12,8,1.6
皖A8A086,1,0.2
皖A8B370,1,0.2
皖A8G482,5,1.0
皖A8G908,2,0.4
皖A8H312,2,0.4
皖A8K183,1,0.2
皖A8K309,1,0.2
皖A8M331,2,0.4
皖A8N048,2,0.4
皖A8N899,1,0.2
皖A8R476,9,1.8
皖A8T910,1,0.2
皖A8U062,1,0.2
皖A8V052,1,0.2
皖A8X750,1,0.2
皖A8Y060,1,0.2
皖A8Y551,3,0.6000000000000001
皖A903N7,2,0.4
皖A908L6,10,2.0
皖A90G13,1,0.2
皖A90K85,1,0.2
皖A911K0,5,1.0
皖A91228,5,1.0
皖A912K3,3,0.6000000000000001
皖A913M8,1,0.2
皖A917V6,2,0.4
皖A91M02,2,0.4
皖A91Q57,1,0.2
皖A921N5,2,0.4
皖A921W7,1,0.2
皖A925G1,1,0.2
皖A926N3,1,0.2
皖A929A7,3,0.6000000000000001
皖A92B52,4,0.8
皖A92K80,1,0.2
皖A930N2,2,0.4
皖A930R6,1,0.2
皖A93C69,1,0.2
皖A93E65,4,0.8
皖A93P69,1,0.2
皖A940L8,7,1.4000000000000001
皖A94A77,12,2.4000000000000004
皖A94T98,6,1.2000000000000002
皖A95051,1,0.2
皖A950H8,6,1.2000000000000002
皖A955T3,2,0.4
皖A958J6,1,0.2
皖A958W6,1,0.2
皖A963C8,1,0.2
皖A96686,1,0.2
皖A96R72,1,0.2
皖A972H8,3,0.6000000000000001
皖A975R0,2,0.4
皖A97698,1,0.2
皖A97754,2,0.4
皖A977A4,1,0.2
皖A977B0,1,0.2
皖A977H6,3,0.6000000000000001
皖A977K1,1,0.2
皖A979X5,1,0.2
皖A97B30,2,0.4
皖A97V33,4,0.8
皖A97X00,1,0.2
皖A985W3,1,0.2
皖A988V0,1,0.2
皖A989E8,4,0.8
皖A98A03,1,0.2
皖A98B80,1,0.2
皖A98F21,2,0.4
皖A98J78,1,0.2
皖A98T48,3,0.6000000000000001
皖A992K8,8,1.6
皖A99359,2,0.4
皖A993K6,1,0.2
皖A998Z9,1,0.2
皖A99F85,1,0.2
皖A99U43,2,0.4
皖A99Y95,5,1.0
皖A9A013,1,0.2
皖A9A729,2,0.4
皖A9B571,2,0.4
皖A9H757,2,0.4
皖A9L361,1,0.2
皖A9M577,12,2.4000000000000004
皖A9Q832,1,0.2
皖A9T418,1,0.2
皖A9V469,1,0.2
皖A9X239,1,0.2
皖AA026Z,1,0.2
皖AA052W,15,3.0
皖AA056E,4,0.8
皖AA092D,1,0.2
皖AA0E63,2,0.4
皖AA0G06,3,0.6000000000000001
皖AA0H21,1,0.2
皖AA0N87,1,0.2
皖AA0R83,1,0.2
皖AA0T17,4,0.8
皖AA0W28,1,0.2
皖AA0Z15,1,0.2
皖AA157W,1,0.2
皖AA160F,2,0.4
皖AA169L,1,0.2
皖AA1937,1,0.2
皖AA1Q71,1,0.2
皖AA1Z85,2,0.4
皖AA237F,4,0.8
皖AA267D,3,0.6000000000000001
皖AA285B,1,0.2
皖AA2A10,7,1.4000000000000001
皖AA2E65,6,1.2000000000000002
皖AA2E92,2,0.4
皖AA2F37,1,0.2
皖AA2M70,1,0.2
皖AA2N48,3,0.6000000000000001
皖AA2P79,1,0.2
皖AA2R56,1,0.2
皖AA3168,2,0.4
皖AA327M,2,0.4
皖AA335F,1,0.2
皖AA361C,1,0.2
皖AA3J50,1,0.2
皖AA3S09,7,1.4000000000000001
皖AA3S39,1,0.2
皖AA488B,2,0.4
皖AA511X,1,0.2
皖AA568Z,1,0.2
皖AA5E50,1,0.2
皖AA5M26,3,0.6000000000000001
皖AA5M87,2,0.4
皖AA5R92,6,1.2000000000000002
皖AA5X51,1,0.2
皖AA6294,1,0.2
皖AA665S,1,0.2
皖AA6P41,1,0.2
皖AA6U99,15,3.0
皖AA6Z70,2,0.4
皖AA726Y,4,0.8
皖AA731D,5,1.0
皖AA7630,1,0.2
皖AA776B,4,0.8
皖AA7908,1,0.2
皖AA7L32,4,0.8
皖AA7U03,23,4.6000000000000005
皖AA7X65,1,0.2
皖AA821Y,2,0.4
皖AA8737,1,0.2
皖AA8G97,2,0.4
皖AA8J33,1,0.2
皖AA8X63,3,0.6000000000000001
皖AA8Z58,2,0.4
皖AA9F27,2,0.4
皖AA9S28,6,1.2000000000000002
皖AA9T53,6,1.2000000000000002
皖AA9V67,2,0.4
皖AAA5U96,7,1.4000000000000001
皖AAA971,1,0.2
皖AAB971,1,0.2
皖AAC624,3,0.6000000000000001
皖AAE374,1,0.2
皖AAF903,3,0.6000000000000001
皖AAG927,1,0.2
皖AAH172S,1,0.2
皖AAH536,1,0.2
皖AAJ873,2,0.4
皖AAJ9N86,2,0.4
皖AAK315,1,0.2
皖AAK604,4,0.8
皖AAK8P06,1,0.2
皖AAL298,3,0.6000000000000001
皖AAM1A83,1,0.2
皖AAM246,2,0.4
皖AAM381,1,0.2
皖AAM926Y,2,0.4
皖AAMB537,1,0.2
皖AAP557,1,0.2
皖AAQ677,1,0.2
皖AAT729,8,1.6
皖AAU671,1,0.2
皖AAX200,2,0.4
皖AAX852,1,0.2
皖AAX917,4,0.8
皖AB0136,1,0.2
皖AB020T,1,0.2
皖AB059A,1,0.2
皖AB067B,1,0.2
皖AB0A77,1,0.2
皖AB0K18,2,0.4
皖AB0P32,1,0.2
皖AB0U57,1,0.2
皖AB130P,3,0.6000000000000001
皖AB139S,1,0.2
皖AB1548,1,0.2
皖AB178P,2,0.4
皖AB1E76,1,0.2
皖AB1K17,1,0.2
皖AB275Q,1,0.2
皖AB2E86,1,0.2
皖AB2U27,1,0.2
皖AB313X,1,0.2
皖AB3186,1,0.2
皖AB336X,2,0.4
皖AB370A,2,0.4
皖AB391K,1,0.2
皖AB3Q01,1,0.2
皖AB511F,1,0.2
皖AB516F,1,0.2
皖AB519M,1,0.2
皖AB527V,1,0.2
皖AB5925,2,0.4
皖AB597V,3,0.6000000000000001
皖AB5G96,1,0.2
皖AB5R80,1,0.2
皖AB627U,1,0.2
皖AB655K,4,0.8
皖AB6A92,2,0.4
皖AB6E12,5,1.0
皖AB6F15,1,0.2
皖AB6L26,1,0.2
皖AB6N59,3,0.6000000000000001
皖AB6S60,2,0.4
皖AB6Y12,4,0.8
皖AB6Z09,2,0.4
皖AB701X,6,1.2000000000000002
皖AB720N,1,0.2
