ud.car_no,_c1,dd
苏GEP910,1,0.2
苏GET080,1,0.2
苏GEZ582,2,0.4
苏GFC702,1,0.2
苏GFE818,3,0.6000000000000001
苏GFH520,2,0.4
苏GFH765,3,0.6000000000000001
苏GFK095,7,1.4000000000000001
苏GFK867,1,0.2
苏GFM966,8,1.6
苏GFN827,2,0.4
苏GFQ071,2,0.4
苏GFQ555,2,0.4
苏GFR320,1,0.2
苏GFV906,1,0.2
苏GG8J667,1,0.2
苏GGD898,1,0.2
苏GGF218,1,0.2
苏GGF591,1,0.2
苏GGL806,3,0.6000000000000001
苏GGS600,7,1.4000000000000001
苏GGXT035,2,0.4
苏GHC320,1,0.2
苏GHC596,1,0.2
苏GHF957,3,0.6000000000000001
苏GHG371,2,0.4
苏GHJ255,1,0.2
苏GHL861,1,0.2
苏GHP316,2,0.4
苏GHQ015,1,0.2
苏GHV026,1,0.2
苏GHV150,2,0.4
苏GHV206,10,2.0
苏GHW363,1,0.2
苏GHW685,3,0.6000000000000001
苏GJD831,1,0.2
苏GJD881,1,0.2
苏GJF755,3,0.6000000000000001
苏GJG338,1,0.2
苏GJG997,1,0.2
苏GJJ676,4,0.8
苏GJK108,1,0.2
苏GJK873,1,0.2
苏GJQ920,1,0.2
苏GJT350,1,0.2
苏GK1059,2,0.4
苏GKE068,2,0.4
苏GKE103,8,1.6
苏GKJ713,1,0.2
苏GKK732,1,0.2
苏GKK817,5,1.0
苏GKK930,3,0.6000000000000001
苏GKM728,10,2.0
苏GKX302,1,0.2
苏GKX665,1,0.2
苏GLB125,3,0.6000000000000001
苏GLB860,5,1.0
苏GLC092,1,0.2
苏GLH291,1,0.2
苏GLH613,5,1.0
苏GLH616,7,1.4000000000000001
苏GLJ986,3,0.6000000000000001
苏GLM701,3,0.6000000000000001
苏GLP205,2,0.4
苏GLU123,7,1.4000000000000001
苏GLU793,3,0.6000000000000001
苏GLW961,2,0.4
苏GLX551,2,0.4
苏GM5196,1,0.2
苏GMA758,2,0.4
苏GMB685,4,0.8
苏GMG996,3,0.6000000000000001
苏GMH990,1,0.2
苏GMK839,1,0.2
苏GML878,1,0.2
苏GMM667,3,0.6000000000000001
苏GMN265,2,0.4
苏GMQ017,1,0.2
苏GMR563,1,0.2
苏GMS811,2,0.4
苏GMV762,2,0.4
苏GMX992,4,0.8
苏GN1818,2,0.4
苏GNA293,1,0.2
苏GNC572,1,0.2
苏GND969,2,0.4
苏GNE177,2,0.4
苏GNE809,4,0.8
苏GNF060,3,0.6000000000000001
苏GNF679,1,0.2
苏GNG807,1,0.2
苏GNJ061,1,0.2
苏GNL255,1,0.2
苏GNM350,3,0.6000000000000001
苏GNN681,6,1.2000000000000002
苏GNN931,2,0.4
苏GNQ253,2,0.4
苏GNR069,1,0.2
苏GNR528,1,0.2
苏GNR677,1,0.2
苏GNR683,1,0.2
苏GNS879,4,0.8
苏GNT993,3,0.6000000000000001
苏GNU226,2,0.4
苏GNU665,3,0.6000000000000001
苏GNV920,1,0.2
苏GNW891,1,0.2
苏GNX255,1,0.2
苏GNX339,1,0.2
苏GNX573,1,0.2
苏GNY397,2,0.4
苏GNZ660,1,0.2
苏GP1098,4,0.8
苏GP5372,3,0.6000000000000001
苏GP9890,1,0.2
苏GPD521,1,0.2
苏GPG799,6,1.2000000000000002
苏GPJ680,1,0.2
苏GPQ116,4,0.8
苏GPR353,1,0.2
苏GPX315,4,0.8
苏GQ5893,1,0.2
苏GQ7801,17,3.4000000000000004
苏GQC110,1,0.2
苏GQC507,3,0.6000000000000001
苏GQC830,1,0.2
苏GQD823,1,0.2
苏GQG996,2,0.4
苏GQH683,1,0.2
苏GQJ729,2,0.4
苏GQK032,1,0.2
苏GQK182,1,0.2
苏GQS865,4,0.8
苏GQT998,1,0.2
苏GQY570,1,0.2
苏GQY578,3,0.6000000000000001
苏GR9909,3,0.6000000000000001
苏GRA897,2,0.4
苏GRB728,4,0.8
苏GRC016,1,0.2
苏GRC921,1,0.2
苏GRF691,1,0.2
苏GRP889,1,0.2
苏GRV568,4,0.8
苏GRY535,2,0.4
苏GRZ281,3,0.6000000000000001
苏GRZ573,1,0.2
苏GS2423,2,0.4
苏GS2890,3,0.6000000000000001
苏GS6622,1,0.2
苏GSA200,1,0.2
苏GSA563,2,0.4
苏GSC129,7,1.4000000000000001
苏GSC762,1,0.2
苏GSD196,4,0.8
苏GSE558,2,0.4
苏GSE662,1,0.2
苏GSE926,3,0.6000000000000001
苏GSF085,1,0.2
苏GSF281,2,0.4
苏GSF733,3,0.6000000000000001
苏GSF796,1,0.2
苏GSG521,1,0.2
苏GSG700,5,1.0
苏GSK670,2,0.4
苏GSK681,1,0.2
苏GSL062,3,0.6000000000000001
苏GSN750,1,0.2
苏GSP201,1,0.2
苏GSQ307,2,0.4
苏GSR610,3,0.6000000000000001
苏GST293,1,0.2
苏GST621,1,0.2
苏GST792,1,0.2
苏GST865,5,1.0
苏GST899,18,3.6
苏GSU110,1,0.2
苏GSU220,1,0.2
苏GSU503,1,0.2
苏GSU806,2,0.4
苏GSV002,3,0.6000000000000001
苏GSV872,2,0.4
苏GSW578,2,0.4
苏GSX510,1,0.2
苏GSX705,1,0.2
苏GSX922,1,0.2
苏GSY020,2,0.4
苏GSY033,3,0.6000000000000001
苏GSY227,2,0.4
苏GSY813,1,0.2
苏GSZ735,1,0.2
苏GTA052,1,0.2
苏GTA765,2,0.4
苏GTB320,2,0.4
苏GTD122,7,1.4000000000000001
苏GTG907,1,0.2
苏GTH061,1,0.2
苏GTH569,1,0.2
苏GTJ256,1,0.2
苏GTJ321,3,0.6000000000000001
苏GTK605,2,0.4
苏GTK877,4,0.8
苏GTL736,1,0.2
苏GTP539,2,0.4
苏GTT808,1,0.2
苏GTV928,3,0.6000000000000001
苏GTX851,1,0.2
苏GTZ307,1,0.2
苏GTZ628,6,1.2000000000000002
苏GUA801,1,0.2
苏GUB065,5,1.0
苏GUC886,1,0.2
苏GUF512,5,1.0
苏GUF580,1,0.2
苏GUG585,1,0.2
苏GUJ261,1,0.2
苏GUJ993,2,0.4
苏GUK361,1,0.2
苏GUK671,32,6.4
苏GUK808,1,0.2
苏GUL981,2,0.4
苏GUN012,5,1.0
苏GUP805,7,1.4000000000000001
苏GUS137,2,0.4
苏GUU178,1,0.2
苏GUU225,1,0.2
苏GUW191,2,0.4
苏GUY322,3,0.6000000000000001
苏GUY381,1,0.2
苏GUZ778,2,0.4
苏GVA656,1,0.2
苏GVC902,9,1.8
苏GVD889,11,2.2
苏GVF567,1,0.2
苏GVG776,1,0.2
苏GVJ180,1,0.2
苏GVK568,1,0.2
苏GVL110,1,0.2
苏GVL811,1,0.2
苏GVR039,3,0.6000000000000001
苏GVU209,1,0.2
苏GVV960,1,0.2
苏GVY920,2,0.4
苏GW6998,2,0.4
苏GWA555,1,0.2
苏GWB9918,1,0.2
苏GWD032,1,0.2
苏GWD561,21,4.2
苏GWE002,1,0.2
苏GWK891,1,0.2
苏GWL688,1,0.2
苏GWM563,1,0.2
苏GWM827,2,0.4
苏GWP058,1,0.2
苏GWS138,2,0.4
苏GWU913,1,0.2
苏GWV173,1,0.2
苏GWW581,2,0.4
苏GWW851,2,0.4
苏GWX561,1,0.2
苏GWX589,1,0.2
苏GWZ370,1,0.2
苏GX1616,1,0.2
苏GX5872,2,0.4
苏GX6713,1,0.2
苏GX82X51,3,0.6000000000000001
苏GX9901,2,0.4
苏GXB500,1,0.2
苏GXD157,1,0.2
苏GXE650,3,0.6000000000000001
苏GXE698,5,1.0
苏GXH832,2,0.4
苏GXJ235,1,0.2
苏GXK153,1,0.2
苏GXK537,1,0.2
苏GXK591,1,0.2
苏GXK920,1,0.2
苏GXL261,1,0.2
苏GXL722,4,0.8
苏GXL757,2,0.4
苏GXP011,1,0.2
苏GXP032,2,0.4
苏GXP923,2,0.4
苏GXS379,2,0.4
苏GXS610,3,0.6000000000000001
苏GXT237,13,2.6
苏GXT332,1,0.2
苏GXU068,3,0.6000000000000001
苏GXU159,1,0.2
苏GXU169,1,0.2
苏GXV676,1,0.2
苏GXV783,1,0.2
苏GXW683,2,0.4
苏GXW710,4,0.8
苏GXX055,1,0.2
苏GXX887,1,0.2
苏GXY503,1,0.2
苏GXY593,2,0.4
苏GXY606,6,1.2000000000000002
苏GXY707,5,1.0
苏GXZ011,1,0.2
苏GXZ012,1,0.2
苏GXZ059,1,0.2
苏GXZ115,10,2.0
苏GXZ118,2,0.4
苏GXZ150,3,0.6000000000000001
苏GXZ203,1,0.2
苏GXZ705,4,0.8
苏GYD152,3,0.6000000000000001
苏GYD667,1,0.2
苏GYE937,2,0.4
苏GYF033,4,0.8
苏GYG321,1,0.2
苏GYH169,3,0.6000000000000001
苏GYJ165,3,0.6000000000000001
苏GYL016,2,0.4
苏GYM596,7,1.4000000000000001
苏GYM627,2,0.4
苏GYM797,4,0.8
苏GYM808,1,0.2
苏GYP192,3,0.6000000000000001
苏GYP317,3,0.6000000000000001
苏GYR160,2,0.4
苏GYS228,1,0.2
苏GYU661,2,0.4
苏GYW791,1,0.2
苏GYX951,1,0.2
苏GYX986,1,0.2
苏GYZ192,9,1.8
苏GZ8453,4,0.8
苏GZA676,1,0.2
苏GZB230,1,0.2
苏GZE568,1,0.2
苏GZF611,2,0.4
苏GZF689,2,0.4
苏GZF932,2,0.4
苏GZG870,1,0.2
苏GZH255,1,0.2
苏GZJ367,5,1.0
苏GZJ959,1,0.2
苏GZK759,1,0.2
苏GZM119,1,0.2
苏GZN513,1,0.2
苏GZP375,1,0.2
苏GZP677,2,0.4
苏GZR059,3,0.6000000000000001
苏GZR877,3,0.6000000000000001
苏GZS056,2,0.4
苏GZS950,15,3.0
苏GZU276,1,0.2
苏GZU785,2,0.4
苏GZV356,2,0.4
苏GZV571,1,0.2
苏GZW629,1,0.2
苏GZZ511,1,0.2
苏H0067E,4,0.8
苏H0099P,1,0.2
苏H0127P,5,1.0
苏H0197A,1,0.2
苏H0206K,2,0.4
苏H0217V,9,1.8
苏H0287B,12,2.4000000000000004
苏H0307A,1,0.2
苏H0366W,2,0.4
苏H0398C,15,3.0
苏H0398W,2,0.4
苏H0399B,1,0.2
苏H0490Q,1,0.2
苏H0501X,3,0.6000000000000001
苏H0551B,1,0.2
苏H0588S,1,0.2
苏H05D88,1,0.2
苏H06F51,1,0.2
苏H07171,3,0.6000000000000001
苏H0738S,2,0.4
苏H0738W,4,0.8
苏H0760C,2,0.4
苏H0775Z,1,0.2
苏H0789Z,11,2.2
苏H0808U,2,0.4
苏H0819F,1,0.2
苏H0861U,2,0.4
苏H0864G,1,0.2
苏H0868L,1,0.2
苏H08B01,1,0.2
苏H0925J,1,0.2
苏H0997M,3,0.6000000000000001
苏H0A815,1,0.2
苏H0G316,3,0.6000000000000001
苏H0J505,1,0.2
苏H0K441,2,0.4
苏H0N543,1,0.2
苏H0S330,2,0.4
苏H0S465,1,0.2
苏H0S668,9,1.8
苏H0S980,1,0.2
苏H0S983,4,0.8
苏H0W117,3,0.6000000000000001
苏H0X200,2,0.4
苏H0Z251,3,0.6000000000000001
苏H0Z985,1,0.2
苏H1020G,1,0.2
苏H1026S,2,0.4
苏H1052N,5,1.0
苏H1101C,1,0.2
苏H1105N,2,0.4
苏H1298J,1,0.2
苏H1313R,1,0.2
苏H13C21,3,0.6000000000000001
苏H13H37,2,0.4
苏H13X36,7,1.4000000000000001
苏H14B13,1,0.2
苏H1536Q,1,0.2
苏H1567K,1,0.2
苏H1575L,8,1.6
苏H1576C,1,0.2
苏H1585U,1,0.2
苏H15Z20,1,0.2
苏H1639L,3,0.6000000000000001
苏H1682M,21,4.2
苏H1711Z,2,0.4
苏H17G03,7,1.4000000000000001
苏H1830T,1,0.2
苏H1833L,1,0.2
苏H1888V,1,0.2
苏H1893L,1,0.2
苏H18Y13,2,0.4
苏H1925T,3,0.6000000000000001
苏H1926W,1,0.2
苏H1933Z,1,0.2
苏H1969U,1,0.2
苏H1970C,1,0.2
苏H1970Y,12,2.4000000000000004
苏H1980W,1,0.2
苏H1993M,2,0.4
苏H19Y75,1,0.2
苏H1A365,2,0.4
苏H1J501,1,0.2
苏H1K043,1,0.2
苏H1M149,3,0.6000000000000001
苏H1N357,1,0.2
苏H1N648,2,0.4
苏H1P836,2,0.4
苏H1S165,4,0.8
苏H1S291,2,0.4
苏H1S610,2,0.4
苏H2008A,11,2.2
苏H2012D,2,0.4
苏H2062W,1,0.2
苏H2079D,1,0.2
苏H20C95,3,0.6000000000000001
苏H2106Q,2,0.4
苏H2110E,1,0.2
苏H2118Z,3,0.6000000000000001
苏H2166V,3,0.6000000000000001
苏H2186W,1,0.2
苏H2188S,1,0.2
苏H2229F,1,0.2
苏H2234B,4,0.8
苏H2240D,4,0.8
苏H22G66,1,0.2
苏H2302H,1,0.2
苏H23107,2,0.4
苏H2365A,1,0.2
苏H23H81,2,0.4
苏H2551Z,1,0.2
苏H25D56,1,0.2
苏H25X56,1,0.2
苏H2612S,4,0.8
苏H26348,1,0.2
苏H2691U,2,0.4
苏H2707T,10,2.0
苏H2715K,1,0.2
苏H2725Z,1,0.2
苏H2831R,1,0.2
苏H2879P,6,1.2000000000000002
苏H28813,7,1.4000000000000001
苏H2900T,1,0.2
苏H2938T,6,1.2000000000000002
苏H29765,1,0.2
苏H2G157,2,0.4
苏H2G391,4,0.8
苏H2M781,1,0.2
苏H2N969,1,0.2
苏H2S286,1,0.2
苏H2S351,1,0.2
苏H2S672,1,0.2
苏H2S839,1,0.2
苏H2S912,1,0.2
苏H2T317,7,1.4000000000000001
苏H2W515,1,0.2
苏H2X011,1,0.2
苏H2X060,1,0.2
苏H2X565,8,1.6
苏H2Z702,1,0.2
苏H3005X,33,6.6000000000000005
苏H3020G,3,0.6000000000000001
苏H3037W,2,0.4
苏H3055W,1,0.2
苏H3212B,13,2.6
苏H3222V,1,0.2
苏H3238Q,2,0.4
苏H33A58,1,0.2
苏H3521U,4,0.8
苏H3588R,2,0.4
苏H3616C,2,0.4
苏H3636R,3,0.6000000000000001
苏H3642N,32,6.4
苏H36F87,2,0.4
苏H36H21,1,0.2
苏H3820D,2,0.4
苏H3881Y,5,1.0
苏H3890K,2,0.4
苏H3903T,3,0.6000000000000001
苏H3908E,2,0.4
苏H3911K,2,0.4
苏H3918X,1,0.2
苏H39F76,2,0.4
苏H3B859,3,0.6000000000000001
苏H3G121,7,1.4000000000000001
苏H3G296,1,0.2
苏H3G521,4,0.8
苏H3K360,1,0.2
苏H3M036,1,0.2
苏H3M139,10,2.0
苏H3N061,1,0.2
苏H3N291,1,0.2
苏H3N373,1,0.2
苏H3N492,1,0.2
苏H3R346,1,0.2
苏H3R893,1,0.2
苏H3S182,1,0.2
苏H3S192,1,0.2
苏H3S211,2,0.4
苏H3S408,2,0.4
苏H3S579,3,0.6000000000000001
苏H3S597,1,0.2
苏H3S681,1,0.2
苏H3S845,1,0.2
苏H3T937,9,1.8
苏H3V217,1,0.2
苏H3W930,5,1.0
苏H3W960,1,0.2
苏H3X617,2,0.4
苏H3Z560,3,0.6000000000000001
苏H4088J,2,0.4
苏H4655X,1,0.2
苏H4745P,2,0.4
苏H4849U,1,0.2
苏H4934S,1,0.2
苏H4P991,4,0.8
苏H4S036,1,0.2
苏H4S127,1,0.2
苏H4S519,5,1.0
苏H4W896,1,0.2
苏H4Z952,3,0.6000000000000001
苏H5008C,5,1.0
苏H5039F,1,0.2
苏H5070X,1,0.2
苏H50E29,3,0.6000000000000001
苏H50X52,8,1.6
苏H5100H,21,4.2
苏H5132C,7,1.4000000000000001
苏H5133N,2,0.4
苏H5163Q,1,0.2
苏H5202J,1,0.2
苏H5207D,1,0.2
苏H5236D,1,0.2
苏H5326C,3,0.6000000000000001
苏H5375E,1,0.2
苏H53F30,1,0.2
苏H5451S,5,1.0
苏H5452Y,3,0.6000000000000001
苏H5519E,1,0.2
苏H5520C,4,0.8
苏H5592Y,1,0.2
苏H5625W,2,0.4
苏H5650M,1,0.2
苏H5720G,2,0.4
苏H5772C,2,0.4
苏H5780F,1,0.2
苏H5790Q,1,0.2
苏H5797J,5,1.0
苏H57G70,2,0.4
苏H5807Q,1,0.2
苏H5868Q,1,0.2
苏H5872N,1,0.2
苏H58Z07,1,0.2
苏H5920B,1,0.2
苏H5921Y,19,3.8000000000000003
苏H5935S,1,0.2
苏H5998A,2,0.4
苏H59B09,1,0.2
苏H5B872,2,0.4
苏H5E596,2,0.4
苏H5J310,3,0.6000000000000001
苏H5L093,2,0.4
苏H5L281,13,2.6
苏H5M317,4,0.8
苏H5M890,1,0.2
苏H5M983,3,0.6000000000000001
苏H5M995,11,2.2
苏H5R423,1,0.2
苏H5R532,1,0.2
苏H5R949,1,0.2
苏H5S411,1,0.2
苏H5S501,19,3.8000000000000003
苏H5S752,5,1.0
苏H5S958,1,0.2
苏H5V753,5,1.0
苏H5X291,1,0.2
苏H5X389,7,1.4000000000000001
苏H5Z129,9,1.8
苏H6001C,1,0.2
苏H6001Q,4,0.8
苏H6025L,3,0.6000000000000001
苏H6090J,1,0.2
苏H6114K,1,0.2
苏H6183Q,1,0.2
苏H6196C,2,0.4
苏H6265L,3,0.6000000000000001
苏H6331R,2,0.4
苏H6352M,1,0.2
苏H6352Y,3,0.6000000000000001
苏H6383K,4,0.8
苏H6502K,1,0.2
苏H6587W,1,0.2
苏H65C23,8,1.6
苏H65X15,2,0.4
苏H65Y19,1,0.2
苏H6635H,2,0.4
苏H6653B,1,0.2
苏H6711R,2,0.4
苏H6717Q,2,0.4
苏H6727U,1,0.2
苏H6799K,3,0.6000000000000001
苏H67Z61,1,0.2
苏H6815X,2,0.4
苏H6820J,1,0.2
苏H6827L,1,0.2
苏H6851J,1,0.2
苏H6855J,1,0.2
苏H6862G,1,0.2
苏H6869K,3,0.6000000000000001
苏H6876R,2,0.4
苏H6898M,6,1.2000000000000002
苏H68F15,4,0.8
苏H6916S,2,0.4
苏H6959L,1,0.2
苏H6986T,2,0.4
苏H69G39,10,2.0
苏H6F635,1,0.2
苏H6H086,1,0.2
苏H6J929,1,0.2
苏H6K062,1,0.2
苏H6K271,1,0.2
苏H6N353,1,0.2
苏H6N448,2,0.4
苏H6N505,2,0.4
苏H6N690,2,0.4
苏H6N833,1,0.2
苏H6P389,1,0.2
苏H6S603,1,0.2
苏H6S627,2,0.4
苏H6S637,4,0.8
苏H6S985,2,0.4
苏H6X163,1,0.2
苏H7010C,2,0.4
苏H7055T,11,2.2
苏H7083E,1,0.2
苏H7101W,6,1.2000000000000002
苏H7149B,3,0.6000000000000001
苏H7178U,1,0.2
苏H72G06,1,0.2
苏H7389E,2,0.4
苏H7521X,1,0.2
苏H75X27,2,0.4
苏H7612P,4,0.8
苏H7620A,2,0.4
苏H7632J,1,0.2
苏H7650K,4,0.8
苏H7670K,1,0.2
苏H7673T,11,2.2
苏H7678J,1,0.2
苏H7680K,1,0.2
苏H76C70,3,0.6000000000000001
苏H76X60,1,0.2
苏H7761H,1,0.2
苏H7789T,1,0.2
苏H77A66,32,6.4
苏H77E17,1,0.2
苏H78D87,3,0.6000000000000001
苏H7922K,1,0.2
苏H79Z16,2,0.4
苏H7A806,2,0.4
苏H7B949,1,0.2
苏H7F863,9,1.8
苏H7J169,3,0.6000000000000001
苏H7J826,1,0.2
苏H7M506,16,3.2
苏H7P019,3,0.6000000000000001
苏H7R269,1,0.2
苏H7S013,2,0.4
苏H7S026,2,0.4
苏H7S065,2,0.4
苏H7S075,4,0.8
苏H7S083,1,0.2
苏H7S216,2,0.4
苏H7S326,1,0.2
苏H7S349,2,0.4
苏H7S358,1,0.2
苏H7S460,2,0.4
苏H7S485,1,0.2
苏H7S548,2,0.4
苏H7S593,1,0.2
苏H7S658,2,0.4
苏H7S670,1,0.2
苏H8057D,1,0.2
苏H8065V,1,0.2
苏H8098N,1,0.2
苏H8138G,1,0.2
苏H8172J,1,0.2
苏H8185R,2,0.4
苏H8189U,24,4.800000000000001
苏H81G62,2,0.4
苏H8222J,2,0.4
苏H8230S,2,0.4
苏H8239S,2,0.4
苏H8280T,3,0.6000000000000001
苏H8296Q,1,0.2
苏H8298W,1,0.2
苏H8393S,2,0.4
苏H8522S,1,0.2
苏H8529V,3,0.6000000000000001
苏H8538T,1,0.2
苏H8552T,1,0.2
苏H8580W,1,0.2
苏H85G07,4,0.8
苏H8606Q,1,0.2
苏H8626X,12,2.4000000000000004
苏H8666Z,1,0.2
苏H8673X,1,0.2
苏H8681A,1,0.2
苏H8693N,27,5.4
苏H8698X,1,0.2
苏H8759P,11,2.2
苏H8785Y,1,0.2
苏H8793H,6,1.2000000000000002
苏H8807T,3,0.6000000000000001
苏H8812V,3,0.6000000000000001
苏H8854L,1,0.2
苏H8855L,3,0.6000000000000001
苏H8865G,2,0.4
苏H8875X,4,0.8
苏H8876L,1,0.2
苏H8885M,1,0.2
苏H88966,14,2.8000000000000003
苏H8962K,1,0.2
苏H8985S,2,0.4
苏H8993X,9,1.8
苏H8B707,1,0.2
苏H8F381,1,0.2
苏H8H596,3,0.6000000000000001
苏H8J361,1,0.2
苏H8M422,2,0.4
苏H8N115,1,0.2
苏H8N807,4,0.8
苏H8N960,9,1.8
苏H8P671,4,0.8
苏H8S061,1,0.2
苏H8S265,1,0.2
苏H8S316,2,0.4
苏H8S513,1,0.2
苏H8S526,2,0.4
苏H8S935,1,0.2
苏H8S961,2,0.4
苏H8T731,2,0.4
苏H8W679,1,0.2
苏H8W810,3,0.6000000000000001
苏H9005D,7,1.4000000000000001
苏H9038B,1,0.2
苏H9038D,1,0.2
苏H9053R,3,0.6000000000000001
苏H9055G,3,0.6000000000000001
苏H9069W,2,0.4
苏H9081L,2,0.4
苏H9133D,1,0.2
苏H9133K,4,0.8
苏H91562,1,0.2
苏H9177K,1,0.2
苏H9199D,6,1.2000000000000002
苏H9205H,16,3.2
苏H9276G,2,0.4
苏H9289Q,1,0.2
苏H92A99,1,0.2
苏H92D13,4,0.8
苏H9377E,3,0.6000000000000001
苏H9390T,5,1.0
苏H9503D,2,0.4
苏H9503Z,1,0.2
苏H9508Q,10,2.0
苏H9510P,5,1.0
苏H9538H,1,0.2
苏H9579W,10,2.0
苏H9593N,28,5.6000000000000005
苏H9596V,1,0.2
苏H95F17,1,0.2
苏H9618S,2,0.4
苏H9633Q,2,0.4
苏H9655S,4,0.8
苏H9756F,3,0.6000000000000001
苏H9757V,4,0.8
苏H9765Z,1,0.2
苏H97Z32,3,0.6000000000000001
苏H9821T,1,0.2
苏H9835J,2,0.4
苏H9839H,2,0.4
苏H9853J,1,0.2
苏H9885M,9,1.8
苏H98D83,1,0.2
苏H98H94,4,0.8
苏H9968Z,1,0.2
苏H9976H,4,0.8
苏H9980X,2,0.4
苏H9F893,9,1.8
苏H9F981,2,0.4
苏H9H579,3,0.6000000000000001
苏H9J662,2,0.4
苏H9L642,1,0.2
苏H9N882,1,0.2
苏H9P412,6,1.2000000000000002
苏H9S116,1,0.2
苏H9S693,1,0.2
苏H9S702,1,0.2
苏H9V602,6,1.2000000000000002
苏H9Z591,1,0.2
苏HA103H,5,1.0
苏HA112Q,2,0.4
苏HA138U,1,0.2
苏HA233T,2,0.4
苏HA488Q,3,0.6000000000000001
苏HA522M,3,0.6000000000000001
苏HA550X,1,0.2
苏HA692H,1,0.2
苏HA717U,2,0.4
苏HA812F,1,0.2
苏HA812N,1,0.2
苏HA813N,2,0.4
苏HA838W,1,0.2
苏HA868K,2,0.4
苏HA885P,1,0.2
苏HA921S,1,0.2
苏HAT168,4,0.8
苏HB112W,4,0.8
苏HB196M,4,0.8
苏HB198C,1,0.2
苏HB589U,7,1.4000000000000001
苏HB626U,1,0.2
苏HB665L,5,1.0
苏HB677Z,2,0.4
苏HB696X,2,0.4
苏HB722A,8,1.6
苏HB829J,3,0.6000000000000001
苏HB908U,2,0.4
苏HB939C,1,0.2
苏HB998G,2,0.4
苏HBE483,3,0.6000000000000001
苏HBK287,1,0.2
苏HBV142,4,0.8
苏HC186V,3,0.6000000000000001
苏HC221U,2,0.4
苏HC234Z,5,1.0
苏HC262Q,1,0.2
苏HC589F,1,0.2
苏HC6629,1,0.2
苏HC803Z,1,0.2
苏HC908K,4,0.8
苏HC985C,3,0.6000000000000001
苏HC987S,1,0.2
苏HCA239,1,0.2
苏HCD180,3,0.6000000000000001
苏HCE203,1,0.2
苏HCG138,4,0.8
苏HCH608,3,0.6000000000000001
苏HCJ390,1,0.2
苏HCJ821,3,0.6000000000000001
苏HCL955,2,0.4
苏HCM339,1,0.2
苏HCM873,7,1.4000000000000001
苏HCQ187,2,0.4
苏HCQ221,3,0.6000000000000001
苏HCR663,1,0.2
苏HCS029,3,0.6000000000000001
苏HCS591,1,0.2
苏HCT053,1,0.2
苏HCT280,2,0.4
苏HCT857,2,0.4
苏HCU560,2,0.4
苏HCU882,1,0.2
苏HCV919,1,0.2
苏HCW371,6,1.2000000000000002
苏HCX288,3,0.6000000000000001
苏HCY118,3,0.6000000000000001
苏HCY293,1,0.2
苏HCY802,1,0.2
苏HCY866,1,0.2
苏HCZ101,1,0.2
苏HCZ285,1,0.2
苏HCZ289,1,0.2
苏HCZ599,1,0.2
苏HCZ789,1,0.2
苏HCZ913,9,1.8
苏HCZ963,1,0.2
苏HD101F,1,0.2
苏HD399N,1,0.2
苏HD611V,1,0.2
苏HDC769,3,0.6000000000000001
苏HDE839,5,1.0
苏HDL231,2,0.4
苏HDL393,2,0.4
苏HDM280,2,0.4
苏HDN272,1,0.2
苏HDN523,7,1.4000000000000001
苏HDN526,1,0.2
苏HDN676,1,0.2
苏HDP157,1,0.2
苏HDV732,1,0.2
苏HDX292,2,0.4
苏HE9007,2,0.4
苏HEA156,20,4.0
苏HEB657,1,0.2
苏HEC105,1,0.2
苏HEC151,2,0.4
苏HEC335,3,0.6000000000000001
苏HEC585,20,4.0
苏HEC600,4,0.8
苏HEC662,4,0.8
苏HED845,5,1.0
苏HED981,1,0.2
苏HEE276,2,0.4
苏HEE399,4,0.8
苏HEE880,1,0.2
苏HEF131,2,0.4
苏HEG543,2,0.4
苏HEP546,1,0.2
苏HEQ760,1,0.2
苏HER176,3,0.6000000000000001
苏HEU273,4,0.8
苏HEX189,4,0.8
苏HEZ215,2,0.4
苏HF05999,5,1.0
苏HF7599,3,0.6000000000000001
苏HFA986,3,0.6000000000000001
苏HFB476,4,0.8
苏HFB761,1,0.2
苏HFC072,1,0.2
苏HFC177,5,1.0
苏HFC327,1,0.2
苏HFC361,1,0.2
苏HFC812,1,0.2
苏HFD951,6,1.2000000000000002
苏HFF593,1,0.2
苏HFG797,1,0.2
苏HFL003,17,3.4000000000000004
苏HFM815,1,0.2
苏HFQ573,2,0.4
苏HFT667,3,0.6000000000000001
苏HFT683,3,0.6000000000000001
苏HFT812,2,0.4
苏HFT967,7,1.4000000000000001
苏HG3633,1,0.2
苏HG7235,1,0.2
苏HG7272,1,0.2
苏HGA201,1,0.2
苏HGA875,7,1.4000000000000001
苏HGC656,1,0.2
苏HGC700,1,0.2
苏HGC783,3,0.6000000000000001
苏HGC870,1,0.2
苏HGC878,2,0.4
苏HGW035,1,0.2
苏HH2713,1,0.2
苏HH3070,2,0.4
苏HHA569,1,0.2
苏HHC261,8,1.6
苏HHC949,5,1.0
苏HHD003,2,0.4
苏HHD683,5,1.0
苏HHF521,1,0.2
苏HHF615,2,0.4
苏HHG325,2,0.4
苏HHG375,1,0.2
苏HHG553,1,0.2
苏HHH589,5,1.0
苏HHJ071,1,0.2
苏HHJ233,1,0.2
苏HHK982,1,0.2
苏HHP829,6,1.2000000000000002
苏HHQ237,1,0.2
苏HHQ386,2,0.4
苏HHR115,1,0.2
苏HHR309,1,0.2
苏HHT219,1,0.2
苏HHZ642,1,0.2
苏HJ9923,1,0.2
